No.,REGISTRATION YEAR,REGISTRATION MONTH,MANUFACTURE YEAR,MAKER,CAR NAME,Grade,CHASSIS NO,PREFIX,SHIFT,COLOR,DOOR,WD,OPTIONS,REMARKS,FUEL TYPE,Engine Size,Engine Size Unit,KM,Odometer (Denom.),,PRICE
3654,2012,1,2011,TOYOTA,PRIUS ALPHA,,ZVW41-3059383,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,277000,KM,,
3655,2012,1,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3084827,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,216000,KM,,
3656,2012,2,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3090753,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,119000,KM,,
3657,2012,2,2012,TOYOTA,PRIUS ALPHA,S L SELECTION,ZVW41-3088606,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,222000,KM,,
3658,2012,2,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3088497,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS",,HYBRID(PETROL),1790,cc,69000,KM,,
3659,2012,2,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3079234,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,ABS,AB,RS",,HYBRID(PETROL),1790,cc,197000,KM,,
3660,2012,2,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3087604,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,AUTO CRUISE,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,294000,KM,,
3661,2012,2,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3010246,DAA-ZVW40W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,169000,KM,,
3662,2012,2,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3094061,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA, CRUISE CONTROL, PUSH START",HYBRID(PETROL),1790,cc,147000,KM,,
3663,2012,2,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3088207,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,164000,KM,,
3664,2012,2,2011,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3062453,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,167000,KM,,
3665,2012,2,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3079173,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",STEERING SWITCH,HYBRID(PETROL),1790,cc,142000,KM,,
3666,2012,2,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3085328,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,238000,KM,,
3667,2012,2,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3095930,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,114000,KM,,
3668,2012,3,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3088160,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,139000,KM,,
3669,2012,3,2012,TOYOTA,PRIUS ALPHA,S L SELECTION,ZVW41-3118021,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,154000,KM,,
3670,2012,3,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3109423,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,117000,KM,,
3671,2012,3,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3109524,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,153000,KM,,
3672,2012,3,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3098498,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,LED HEAD LIGHT",HYBRID(PETROL),1790,cc,224000,KM,,
3673,2012,3,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3109609,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,173000,KM,,
3674,2012,3,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3111988,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,204000,KM,,
3675,2012,3,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3104168,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,118000,KM,,
3676,2012,3,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3108039,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,159000,KM,,
3677,2012,3,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3117446,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,114000,KM,,
3678,2012,3,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3112883,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,211000,KM,,
3679,2012,3,2012,TOYOTA,PRIUS ALPHA,G TOURING SELECTION,ZVW41-3116712,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,91000,KM,,
3680,2012,3,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3103835,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,160000,KM,,
3681,2012,3,2011,TOYOTA,PRIUS ALPHA,,ZVW41-3072227,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,185000,KM,,
3682,2012,3,2012,TOYOTA,PRIUS ALPHA,S L Selection,ZVW41-3102672,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,227000,KM,,
3683,2012,4,2012,TOYOTA,PRIUS ALPHA,,ZVW40-3015052,DAA-ZVW40W,AT,GRAY(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS","PUSH START,CRUISE CONTROL",HYBRID(PETROL),1790,cc,131000,KM,,
3684,2012,4,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3122933,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,266000,KM,,
3685,2012,4,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3130272,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,212000,KM,,
3686,2012,4,2012,TOYOTA,PRIUS ALPHA,G TOURING SELECTION,ZVW41-3122492,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,170000,KM,,
3687,2012,4,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3121125,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,189000,KM,,
3688,2012,4,2012,TOYOTA,PRIUS ALPHA,,ZVW40-3015047,DAA-ZVW40W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,CRUISE CONTROL,BACK CAMERA",HYBRID(PETROL),1790,cc,181000,KM,,
3689,2012,4,2012,TOYOTA,PRIUS ALPHA,,ZVW40-3015007,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,SR,ABS,AB,RS",,HYBRID(PETROL),1790,cc,168000,KM,,
3690,2012,5,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3138999,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,106000,KM,,
3691,2012,5,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3020473,DAA-ZVW40W,AT,GRAY,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,132000,KM,,
3692,2012,5,2012,TOYOTA,PRIUS ALPHA,S L SELECTION,ZVW41-3137755,DAA-ZVW41W,AT,BLUE(L),5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,263000,KM,,
3693,2012,5,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3017656,DAA-ZVW40W,AT,GRAY,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,186000,KM,,
3694,2012,5,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3137137,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,192000,KM,,
3695,2012,5,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3137536,DAA-ZVW41W,AT,GRAY(D),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,146000,KM,,
3696,2012,5,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3136410,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,167000,KM,,
3697,2012,6,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3147472,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,394000,KM,,
3698,2012,6,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3020660,DAA-ZVW40W,AT,BLUE(L),5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,193000,KM,,
3699,2012,6,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3151822,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,158000,KM,,
3700,2012,6,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3145256,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,126000,KM,,
3701,2012,6,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3138178,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,249000,KM,,
3702,2012,7,2012,TOYOTA,PRIUS ALPHA,S L SELECTION,ZVW41-3159277,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,145000,KM,,
3703,2012,7,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3029582,DAA-ZVW40W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,120000,KM,,
3704,2012,7,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3027150,DAA-ZVW40W,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,200000,KM,,
3705,2012,7,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3154588,DAA-ZVW41W,AT,BLUE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,160000,KM,,
3706,2012,7,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3029603,DAA-ZVW40W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",BACK CAMERA,HYBRID(PETROL),1790,cc,224000,KM,,
3707,2012,7,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3155377,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,287000,KM,,
3708,2012,8,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3171556,DAA-ZVW41W,AT,WHITE,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,141000,KM,,
3709,2012,8,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3164582,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,109000,KM,,
3710,2012,8,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3174843,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,315000,KM,,
3711,2012,8,2012,TOYOTA,PRIUS ALPHA,S_L SELECTION,ZVW41-3169960,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1790,cc,209000,KM,,
3712,2012,8,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3167793,DAA-ZVW41W,AT,WHITE,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,166000,KM,,
3713,2012,8,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3167433,DAA-ZVW41W,AT,BLUE(L),2,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,218000,KM,,
3714,2012,8,2012,TOYOTA,PRIUS ALPHA,S Touring Selection,ZVW41-3171823,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,189000,KM,,
3715,2012,8,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3168467,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,178000,KM,,
3716,2012,8,2012,TOYOTA,PRIUS ALPHA,G,ZVW40-3037136,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB","PUSH START, CRUISE CONTROL",HYBRID(PETROL),1790,cc,97000,KM,,
3717,2012,9,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3180548,DAA-ZVW41W,AT,GRAY,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,235000,KM,,
3718,2012,9,2012,TOYOTA,PRIUS ALPHA,G Touring Selection,ZVW41-3184977,DAA-ZVW41W,AT,BLUE,5,2WD,"PS,PW,AC,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,185000,KM,,
3719,2012,9,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3180748,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,323000,KM,,
3720,2012,9,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3175640,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,223000,KM,,
3721,2012,10,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3193314,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,321000,KM,,
3722,2012,10,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3190903,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,175000,KM,,
3723,2012,10,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3186063,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,63000,KM,,
3724,2012,10,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3185632,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,75000,KM,,
3725,2012,10,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3189019,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,173000,KM,,
3726,2012,10,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3191450,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,169000,KM,,
3727,2012,10,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3187475,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS","PUSH START,BACK CAMERA",HYBRID(PETROL),1790,cc,126000,KM,,
3728,2012,11,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3201610,DAA-ZVW41W,AT,WHITE,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1790,cc,196000,KM,,
3729,2012,11,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3196951,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,160000,KM,,
3730,2012,11,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3206687,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,157000,KM,,
3731,2012,11,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3209113,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,63000,KM,,
3732,2012,11,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3206061,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS","PUSH START, STEERING SWITCH , BACK CAMERA",HYBRID(PETROL),1790,cc,195000,KM,,
3733,2012,11,2012,TOYOTA,PRIUS ALPHA,S,ZVW40-3052955,DAA-ZVW40W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,230000,KM,,
3734,2012,12,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3219395,DAA-ZVW41W,AT,RED,5,2WD,"PS,PW,AC,NV,AW,FOG,SR,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,141000,KM,,
3735,2012,12,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3218626,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,144000,KM,,
3736,2012,12,2012,TOYOTA,PRIUS ALPHA,G,ZVW41-3213909,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,198000,KM,,
3737,2012,12,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3206406,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",PUSH START,HYBRID(PETROL),1790,cc,106000,KM,,
3738,2012,12,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3213923,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB,RS",,HYBRID(PETROL),1790,cc,236000,KM,,
3739,2012,12,2012,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3212659,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,249000,KM,,
3740,2013,1,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3220300,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,146000,KM,,
3741,2013,1,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3225111,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,135000,KM,,
3742,2013,1,2012,TOYOTA,PRIUS ALPHA,S,ZVW41-3219302,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,197000,KM,,
3743,2013,1,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3225533,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,146000,KM,,
3744,2013,2,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3230580,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB",,HYBRID(PETROL),1790,cc,141000,KM,,
3745,2013,2,2013,TOYOTA,PRIUS ALPHA,S TOURING,ZVW40-3061336,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,166000,KM,,
3746,2013,2,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3236036,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,131000,KM,,
3747,2013,2,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3238982,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,209000,KM,,
3748,2013,2,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3233851,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,159000,KM,,
3749,2013,2,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3237122,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,178000,KM,,
3750,2013,2,2012,TOYOTA,PRIUS ALPHA,,ZVW41-3222854,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB,RS",,HYBRID(PETROL),1790,cc,142000,KM,,
3751,2013,3,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3247904,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,ABS,AB",,HYBRID(PETROL),1790,cc,201000,KM,,
3752,2013,3,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3242638,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,184000,KM,,
3753,2013,3,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3238002,DAA-ZVW41W,AT,GRAY(D),5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA, PUSH START",HYBRID(PETROL),1790,cc,98000,KM,,
3754,2013,3,2013,TOYOTA,PRIUS ALPHA,S L SELECTION,ZVW41-3227071,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,144000,KM,,
3755,2013,3,2013,TOYOTA,PRIUS ALPHA,G TOURING SELECTION,ZVW41-3249363,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","STEERING SWITCH,CRUISE CONTROL",HYBRID(PETROL),1790,cc,172000,KM,,
3756,2013,3,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3230335,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,272000,KM,,
3757,2013,3,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3244341,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS","BACK CAMERA,PUSH START",HYBRID(PETROL),1790,cc,156000,KM,,
3758,2013,4,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3253511,DAA-ZVW41W,AT,SILVER,5,2WD,"PS,PW,AC,NV,ABS,AB",,HYBRID(PETROL),1790,cc,166000,KM,,
3759,2013,4,2013,TOYOTA,PRIUS ALPHA,S,ZVW41-3252451,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,126000,KM,,
3760,2013,4,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3247309,DAA-ZVW41W,AT,BLUE(L),5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,80000,KM,,
3761,2013,4,2013,TOYOTA,PRIUS ALPHA,S,ZVW40-3067685,DAA-ZVW40W,AT,BLACK,5,2WD,"PS,PW,AC,NV,AW,FOG,SR,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,144000,KM,,
3762,2013,5,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3261785,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,NV,AW,FOG,ABS,AB,RS",BACK CAMERA,HYBRID(PETROL),1790,cc,86000,KM,,
3763,2013,5,2013,TOYOTA,PRIUS ALPHA,,ZVW41-3263209,DAA-ZVW41W,AT,PEARL,5,2WD,"PS,PW,AC,AW,FOG,ABS,AB,RS",,HYBRID(PETROL),1790,cc,142000,KM,,
3764,2013,5,2013,TOYOTA,PRIUS ALPHA,S TOURING SELECTION,ZVW41-3260232,DAA-ZVW41W,AT,BLACK,5,2WD,"PS,PW,AC,AW,ABS,AB",,HYBRID(PETROL),1790,cc,205000,KM,,
